Nome|Difficolta|Costo|Diete|Ingredienti
Pandoro al latte condensato e gocce di cioccolato|Difficile|Basso|Vegetariano; |Farina Manitoba; Tuorli; Latte intero; Lievito di birra secco; Latte condensato; Farina Manitoba; Uova; Zucchero; Burro; Gocce di cioccolato; Latte condensato; Panna fresca liquida; Tuorli; Zucchero; Baccello di vaniglia; Burro; Zucchero a velo; 

Pizza a portafoglio con salame|Facile||Farina 0; Acqua; Sale fino; Lievito di birra secco; Polpa di pomodoro; Salame piccante; Mozzarella; Origano; Olio extravergine d'oliva; Sale fino; 

Panettoncini con mandarino candito e rosmarino|Difficile|Medio|Vegetariano; |Farina Manitoba; Lievito di birra secco; Acqua; Farina Manitoba; Farina 00; Burro; Zucchero; Tuorli; Acqua; Burro; Farina 00; Zucchero; Miele; Tuorli; Sale fino; Mandarini canditi; Rosmarino; Acqua; Zucchero; Burro; 

Pane al sidro|Media||Senza lattosio; Vegetariano; |Sidro; Farina integrale; Farina Manitoba; Lievito di birra secco; Sale fino; Malto; 

Panini tricolore|Media|Medio|Senza lattosio; Vegetariano; |Farina Manitoba; Acqua; Lievito di birra fresco; Farina 00; Acqua; Malto; Lievito di birra fresco; Olio extravergine d'oliva; Sale fino; Basilico; Olio extravergine d'oliva; Farina 00; Paprika; Acqua; Farina 00; 

Sushi fatto in casa|Difficile|Elevato||Riso nishiki; Acqua; Aceto di riso; Sale fino; Zucchero; Alga kombu; 

Parmigiana di patate|Facile|Basso||Patate; Prosciutto cotto; Provola; Grana Padano DOP; Sale fino; Pepe nero; Latte intero; Burro; Farina 00; Noce moscata; Pepe nero; Sale fino; 

Crespelle alla crema di funghi e fontina|Facile|Basso|Vegetariano; |Burro; Farina 00; Latte intero; Uova; Sale fino; Burro; Farina 00; Latte intero; Sale fino; Noce moscata; Funghi champignon; Olio extravergine d'oliva; Pepe nero; Aglio; Fontina; 

Polenta|Media|Molto basso|Senza lattosio; Vegetariano; |Farina di mais; Acqua; Olio extravergine d'oliva; Sale grosso; 

Hamburger all'italiana|Facile|Medio||Panini da hamburger; Manzo; Caciocavallo silano; Pomodorini secchi sottolio; Lattuga; Burro; Sale fino; Pepe nero; Olio extravergine d'oliva; Cipolle rosse di Tropea; Acqua; Zucchero di canna; Tuorli; Succo di limone; Scorza di limone; Basilico; Olio di semi; 

Salsiccia e fagioli|Facile|Basso||Salsiccia; Fagioli borlotti secchi; Cipolle dorate; Vino rosso; Passata di pomodoro; Rosmarino; Sale fino; Pepe nero; Olio extravergine d'oliva; 

Parmigiana bianca di zucchine|Facile|Basso|Vegetariano; |Zucchine; Grana Padano DOP; Provola; Olio extravergine d'oliva; Sale fino; Burro; Latte intero; Farina 00; Sale fino; Noce moscata; Cipollotto fresco; Rosmarino; Pepe nero; 

Torta salata di asparagi|Media|Medio|Vegetariano; |Latte intero; Farina 00; Lievito di birra secco; Acqua; Sale fino; Olio extravergine d'oliva; Asparagi; Uova; Grana Padano DOP; Panna fresca liquida; Scamorza (provola); Mandorle; Timo limonato; Olio extravergine d'oliva; Sale fino; Pepe nero; 

Pollo e gamberi al curry con riso basmati|Facile|Medio|Senza glutine; |Petto di pollo; Gamberi; Curry; Olio extravergine d'oliva; Cipolle; Sedano; Carote; Yogurt greco; Sale fino; Acqua; Riso Basmati; Cipolle; Chiodi di garofano; Olio extravergine d'oliva; Sale fino; Acqua; 

Moussaka|Media|Basso||Manzo; Maiale; Passata di pomodoro; Concentrato di pomodoro; Cipolle; Sedano; Aglio; Zucchero; Vino rosso; Alloro; Cannella in stecche; Anice stellato; Prezzemolo; Noce moscata; Olio extravergine d'oliva; Sale fino; Pepe nero; Melanzane; Farina 00; Olio di semi di arachide; Latte intero; Yogurt greco; Farina 00; Burro; Noce moscata; Pepe nero; Parmigiano Reggiano DOP; Pangrattato; Origano; Olio extravergine d'oliva; 

Spaghetti di riso con carne e verdure|Facile|Medio||Spaghetti di riso; Lonza di maiale; Zucchine; Carote; Cipolle; Uova; Olio di semi di girasole; Vino di riso; Salsa di soia; Sale fino; Pepe bianco; 

ClubHouse Sandwich|Facile|Medio||Pane bianco in cassetta; Bacon; Tacchino; Pomodori ramati; Lattuga; Maionese; Burro; 

Ossobuco alla milanese con risotto giallo|Media|Medio||Alette di pollo; Acqua; Carote; Sedano; Cipolle dorate; Prezzemolo; Sale grosso; Pepe nero in grani; Alloro; Ossibuchi di vitello; Cipolle dorate; Olio extravergine d'oliva; Vino bianco; Burro; Farina di grano saraceno; Rosmarino; Aglio; Scorza di limone; Prezzemolo; Olio extravergine d'oliva; Riso Carnaroli; Cipolle dorate; Burro; Grana Padano DOP; Vino bianco; Zafferano in pistilli; Acqua; 

Fave e cicorie selvatiche|Molto facile|Molto basso|Senza glutine; Vegetariano; Light; |Fave secche; Cicoria; Alloro; Olio extravergine d'oliva; Sale fino; Acqua; 

Tacos veloci|Molto facile|Basso||Tacos; Salsiccia; Peperoncino dolce; Paprika affumicata; Concentrato di pomodoro; Vino rosso; Olio extravergine d'oliva; Pepe nero; Pomodorini datterini; Cipollotto fresco; Prezzemolo; Succo di lime; Olio extravergine d'oliva; Sale fino; Panna acida; Yogurt greco; Scorza di lime; 

Spaghetti di soia all'orientale|Facile|Medio|Senza lattosio; |Germogli di soia; Spaghetti di soia; Salsa di soia; Peperoni rossi; Carote; Petto di pollo; Cipollotto fresco; Scorza di lime; Peperoncino dolce; Olio extravergine d'oliva; Sale grosso; Acqua; 

Insalata di pollo e zucchine|Molto facile|Molto basso|Senza glutine; Senza lattosio; Light; |Petto di pollo; Zucchine; Melanzane; Pomodorini datterini; Insalata misticanza; Sale fino; Olio extravergine d'oliva; Olio extravergine d'oliva; Miele millefiori; Succo di limone; Timo; Sale fino; Pepe nero; 

Crespelle speck radicchio e fontina|Facile||Latte intero; Farina 00; Uova; Sale fino; Burro; Speck; Radicchio; Fontina; Aglio; Olio extravergine d'oliva; Sale fino; Pepe nero; Burro; Parmigiano Reggiano DOP; Speck; Pepe nero; 

Raga alla napoletana|Facile|Medio||Biancostato di manzo; Costine di maiale; Salsiccia; Passata di pomodoro; Cipolle dorate; Olio extravergine d'oliva; Vino rosso; Acqua; Sale fino; 

Cialdine al parmigiano|Facile||Senza glutine; Vegetariano; Senza lattosio; Light; |Parmigiano Reggiano DOP; 

Croque madame|Facile|Basso||Pancarra; Burro; Groviera; Prosciutto cotto; Uova; Sale fino; 

Bagna caoda|Media|Basso|Senza glutine; |Aglio; Olio extravergine d'oliva; Acciughe sotto sale; Vino rosso; Aglio; Olio extravergine d'oliva; Latte intero; Acciughe sotto sale; Peperoni; Barbabietole; Cipolle; Cipollotto fresco; Barbera; Patate; Cardi; 

Ricotta fatta in casa|Media|Molto basso|Senza glutine; Vegetariano; Light; |Latte intero; Succo di limone; 

Lenticchie e salsiccia|Facile|Basso||Lenticchie secche; Passata di pomodoro; Salsiccia; Vino bianco; Acqua; Sedano; Carote; Cipolle; Rosmarino; Salvia; Sale fino; Pepe nero; Olio extravergine d'oliva; 

Peperoni ripieni di riso|Molto facile|Basso||Peperoni verdi; Peperoni gialli; Riso Carnaroli; Brodo vegetale; Mortadella; Caciocavallo; Scalogno; Olio extravergine d'oliva; Sale fino; Pepe nero; Timo; 

Trippa alla milanese (busecca)|Media|Medio||Carote; Cipolle; Sedano; Passata di pomodoro; Acqua; Chiodi di garofano; Ginepro; Pancetta (tesa); Burro; Salvia; Pepe nero; Trippa; Fagioli bianchi precotti; Grana Padano DOP; 

Crespelle gorgonzola e radicchio|Facile|Basso|Vegetariano; |Farina 00; Latte intero; Uova; Burro; Sale fino; Radicchio; Gorgonzola; Grana Padano DOP; Latte intero; Burro; Sale fino; Pepe nero; 

Burrito di pollo con guacamole al lime|Facile|Basso||Tortillas; Petto di pollo; Lattuga; Fagioli neri precotti; Cheddar; Pomodori ramati; Sale fino; Olio extravergine d'oliva; Succo di lime; Scorza di lime; Sale fino; Peperoncino; Miele; Avocado; Scalogno; Peperoncino fresco; Pomodori ramati; Succo di lime; Olio extravergine d'oliva; Sale fino; Pepe nero; 

Fonduta alla Valdostana|Facile|Basso|Senza glutine; Vegetariano; |Fontina; Latte intero; Tuorli; Burro; Pepe nero; 

Uramaki|Media||Riso nishiki; Alga nori; Maionese; Avocado; Semi di sesamo; Polpa di granchio; Zenzero sott'aceto; Wasabi; 

Sarta di riso|Difficile|Molto elevata||Riso Carnaroli; Piselli surgelati; Uova; Mozzarella; Sale fino; Uova; Costine di maiale; Biancostato di manzo; Salsiccia; Cipolle dorate; Olio extravergine d'oliva; Passata di pomodoro; Vino rosso; Acqua; Manzo; Pane; Uova; Parmigiano Reggiano DOP; Sale fino; Pepe nero; Prezzemolo; Olio di semi di arachide; Burro; Pangrattato; 

Casoeala|Media|Medio||Costine di maiale; Cotenna di suino; Carne di suino; Carne di suino; Verzini; Salsiccia; Verza; Sedano; Carote; Cipolle; Passata di pomodoro; Brodo di carne; Sale fino; Pepe nero; Olio extravergine d'oliva; Burro; 

Baozi|Difficile|Basso||Farina di frumento; Acqua; Zucchero; Lievito di birra secco; Maiale; Cavolo cinese; Cipollotto fresco; Zenzero fresco; Salsa di soia; Zucchero; Olio di sesamo; Sale fino; Pepe nero; 

Pasticcio di pollo e patate|Facile|Medio|Senza glutine; |Patate; Pollo; Acqua; Alloro; Parmigiano Reggiano DOP; Uova; Scamorza affumicata; Rosmarino; Scorza di limone; Olio extravergine d'oliva; Pepe nero; Sale fino; 

Yogurt fatto in casa|Facile||Vegetariano; |Latte intero; Yogurt greco; Fragole; Yogurt; 

Tacos con carne|Facile|Medio||Tacos; Manzo; Cipolle dorate; Birra chiara; Olio extravergine d'oliva; Olio extravergine d'oliva; Cumino; Coriandolo; Paprika affumicata; Sale fino; Pepe nero; Pomodori ramati; Cipollotto fresco; Peperoncino verde piccante; Prezzemolo; Olio extravergine d'oliva; Succo di lime; Sale fino; Panna acida; Yogurt greco; Tabascoa; 

Lasagne di pane carasau|Facile|Medio||Salsiccia; Pane carasau; Olio extravergine d'oliva; Sedano; Carote; Cipolle; Sale fino; Pepe nero; Funghi champignon; Brodo vegetale; Vino bianco; Parmigiano Reggiano DOP; Latte intero; Farina 00; Burro; Sale fino; Noce moscata; Pepe nero; 

One-pot di pollo biryani|Molto facile|Medio||Cosce di pollo; Riso Basmati; Fagiolini piattoni; Aglio; Peperoncino fresco; Zenzero fresco; Cipolle rosse; Burro chiarificato; Brodo di pollo; Uvetta; Mandorle in scaglie; Sale fino; Pepe nero; Curcuma in polvere; Cumino in polvere; Paprika; Coriandolo; 

Polenta con salsiccia e formaggio|Facile|Medio||Salsiccia; Passata di pomodoro; Concentrato di pomodoro; Vino rosso; Olio extravergine d'oliva; Pepe nero; Farina di mais bramata; Fontina; Toma; Acqua; Grana Padano DOP; Olio extravergine d'oliva; Sale fino; 

Gyros|Facile|Basso||Farina 00; Farina Manitoba; Acqua; Lievito di birra secco; Sale fino; Malto; Olio extravergine d'oliva; Olio extravergine d'oliva; Lattuga iceberg; Pepe nero; Cipolle bianche; Lonza di maiale; Pomodori ramati; Patate fritte; Cetrioli; Aceto di vino bianco; Aglio; Aneto; Yogurt greco; Olio extravergine d'oliva; Sale fino; 

Panada|Media|Basso|Senza lattosio; |Semola di grano duro rimacinata; Strutto; Sale fino; Acqua; Agnello; Patate; Pomodori secchi sott'olio; Aglio; Prezzemolo; Olio extravergine d'oliva; Sale fino; Pepe nero; 

Polenta taragna|Facile|Basso|Vegetariano; |Farina istantanea per polenta taragna; Acqua; Sale fino; Burro; Fontina; Olio extravergine d'oliva; 

Chicken pie|Media|Medio||Farina 00; Burro; Acqua; Sale fino; Petto di pollo; Funghi champignon; Porri; Brodo di pollo; Vino bianco; Panna fresca liquida; Prezzemolo; Farina 00; Olio extravergine d'oliva; Uova; Sale fino; Pepe nero; Burro; 

Polenta concia|Facile|Basso|Vegetariano; |Farina di mais bramata; Toma; Fontina; Burro; Acqua; Olio extravergine d'oliva; Sale fino; Pepe nero; 

Zighina|Media|Basso|Senza lattosio; |Farina di mais; Farina 00; Farina integrale; Lievito di birra secco; Acqua; Acqua; Bicarbonato; Manzo; Berbera; Pomodori pelati; Cipolle ramate; Aglio; Sale fino; Pepe nero; Acqua; Ceci precotti; Fagioli cannellini precotti; Lenticchie precotte; Insalata; Spinaci; Pomodori ramati; Prezzemolo; Sale fino; Pepe nero; Olio extravergine d'oliva; 

Hosomaki|Difficile||Riso nishiki; Filetto di salmone; Alga nori; Wasabi; Zenzero sott'aceto; 

Insalata di pollo e mele|Molto facile||Senza lattosio; |Mele Fuji; Petto di pollo; Rucola; Spinacini; Melagrana; Sale fino; Pepe nero; Olio extravergine d'oliva; Senape; Aceto di mele; Sale fino; Pepe nero; 

Veggie wrap|Molto facile|Basso|Vegetariano; |Piadine senza strutto; Carote; Cetrioli; Zucchine; Feta; Insalata misticanza; Yogurt greco; Cetrioli; Menta; Olio extravergine d'oliva; Aceto di vino bianco; Aglio; Sale fino; Pomodorini ciliegino; Olio extravergine d'oliva; Zucchero di canna; Sale fino; Timo; Aglio; 

Primo sale fatto in casa|Difficile|Basso|Senza glutine; Vegetariano; |Latte intero; Yogurt bianco naturale; Caglio; Sale fino; 

Raclette|Facile|Basso||Cetriolini sottaceto; Pane; Funghi champignon; Prosciutto crudo; Prosciutto cotto; Salame; Patate; Raclette; Petto di pollo; Pancetta affumicata; Peperoni rossi; Peperoni gialli; Zucchine; 

Peperoni ripieni di ricotta, melanzane e pinoli|Facile|Medio||Peperoni gialli; Peperoni rossi; Pangrattato; Grana Padano DOP; Olio extravergine d'oliva; Melanzane; Ricotta vaccina; Pinoli; Capperi; Acciughe sott'olio; Sale; Aglio; Pecorino; Origano; Pomodori piccadilly; Pepe nero; 

Cannelloni di crespelle|Media|Medio||Uova; Latte intero; Farina 00; Burro; Manzo; Maiale; Sedano; Carote; Cipolle bianche; Sale fino; Pepe nero; Olio extravergine d'oliva; Passata di pomodoro; Acqua; Piselli precotti; Scamorza affumicata; Vino bianco; Burro; Farina 00; Sale fino; Noce moscata; Latte intero; Timo; Pangrattato; Parmigiano Reggiano DOP; 

Burrito con verdure|Media|Medio|Senza lattosio; Vegetariano; |Tortillas di farina; Fagioli borlotti precotti; Mais; Funghi champignon; Peperoni rossi; Cipolle bianche; Pomodori ramati; Zucchine; Lattuga iceberg; Olio extravergine d'oliva; Pepe nero; Sale fino; 

Rotolo di crespelle con zucchine|Media|Basso|Vegetariano; |Formaggio fresco spalmabile; Zucchine; Emmentaler; Grana Padano DOP; Uova; Burro; Sale; Pepe; Farina 00; Latte; Burro; Noce moscata; Sale; Uova; Farina 00; Latte; Sale; Formaggio fresco spalmabile; Grana Padano DOP; Latte; Basilico; Pepe; 

Tartiflette|Facile|Medio||Patate; Pancetta affumicata; Reblochon; Burro; Cipolle; Panna fresca liquida; Vino bianco secco; Sale fino; Pepe nero; 

Parmigiana bianca di verdure e parmigiano|Molto facile||Vegetariano; |Melanzane; Zucchine; Olio extravergine d'oliva; Sale fino; Pepe nero; Latte intero; Parmigiano Reggiano DOP; Burro; Farina 00; 

One-pot di riso|Facile|Medio|Light; |Riso Basmati; Fiori di zucca; Zucchine baby; Prosciutto cotto; Porri; Rucola; Scorza di limone; Menta; Olio extravergine d'oliva; Sale fino; Pepe nero; Brodo vegetale; 

Piadine con petti di pollo e mais|Facile|Basso||Petto di pollo; Pepe nero; Pepe bianco; Paprika dolce; Timo; Alloro; Aglio in polvere; Cipolle; Sale fino; Chicchi di mais giallo in scatola; Peperoncino fresco; Yogurt greco; Succo di limone; Olio extravergine d'oliva; Sale fino; Piadine; 

Gratin dauphinois|Media|Basso|Senza glutine; Vegetariano; |Latte intero; Panna fresca liquida; Uova; Groviera; Burro; Aglio; Sale fino; Pepe nero; Noce moscata; Patate; 

Gatta di patate con soppressata e provola affumicata|Molto facile|Basso||Patate; Soppressata; Provola affumicata; Uova; Grana Padano DOP; Burro; Sale fino; Pepe nero; Pangrattato; Burro; 

Nigiri|Difficile||Riso nishiki; Branzino (spigola); Filetto di salmone; Filetti di tonno; Wasabi; Zenzero sott'aceto; 

Sandwich di pollo|Facile|||Pollo; Pane bianco in cassetta; Bacon; Lattuga iceberg; Pomodori ramati; Cipolle rosse; Maionese; Cajun; Concentrato di pomodoro; Burro; 

One-pot di pollo e verdure|Facile|Medio|Senza lattosio; Light; |Petto di pollo; Patate; Cavolo nero; Barbabietole precotte; Farro; Brodo vegetale; Zenzero fresco; Scalogno; Salvia; Semi di zucca; Miele millefiori; Curcuma in polvere; Olio extravergine d'oliva; Sale fino; Pepe nero; 

Tabuleh con verdure|Facile||Senza lattosio; Vegetariano; Light; |Bulgur; Pomodori perini; Cipolle rosse; Prezzemolo; Succo di limone; Olio extravergine d'oliva; Menta; Sale fino; Acqua; 

Sushi vegetariano|Difficile|Basso|Senza lattosio; Vegetariano; Light; |Riso per sushi; Avocado; Acqua; Barbabietole precotte; Cetrioli; Radicchio; Alga nori; Aceto di riso; 

Morzello (Morzeddhu alla Catanzarisi)|Media|Basso|Senza glutine; Senza lattosio; |Trippa; Origano; Peperoncino fresco; Olio extravergine d'oliva; Sale fino; Vitello; Vitello; Vitello; Vitello; Vitello; Vitello; Concentrato di pomodoro; Acqua; Alloro; 

Jambalaya|Facile|Medio||Riso; Gamberi; Polpa di pomodoro; Chorizo; Peperoni verdi; Cipolle; Sedano; Olio extravergine d'oliva; Cajun; Prezzemolo; Pepe nero; Fusi di pollo; Acqua; Carote; Cipolle; Sedano; Sale grosso; Pepe giamaicano; 

Rotolo di polenta con salsiccia e funghi|Facile|Medio||Acqua; Olio extravergine d'oliva; Farina di mais; Sale fino; Salsiccia; Sedano; Carote; Cipolle; Olio extravergine d'oliva; Grana Padano DOP; Vino bianco; Funghi champignon; Passata di pomodoro; Sale fino; Pepe nero; Prezzemolo; 

Torta di crespelle ai funghi|Facile|Basso||Latte intero; Farina 00; Uova; Burro; Latte intero; Farina 00; Burro; Sale; Noce moscata; Funghi champignon; Funghi finferli (gallinacci); Porri; Grana Padano DOP; Olio extravergine d'oliva; Prosciutto cotto; Sale fino; Pepe nero; 

Torta salata alla cipolla di Tropea e Silano|Molto facile|Molto basso|Vegetariano; |Caciocavallo silano; Cipolle rosse di Tropea; Vino rosso; Zucchero; Acqua; Burro; Farina 00; Latte intero; Cipolle rosse di Tropea; Farina 00; Olio extravergine d'oliva; Noce moscata; Sale fino; Pepe nero; 

Egg burger|Media|Basso||Panini da hamburger; Tuorli; Albumi; Bacon; Cheddar; Cipolle rosse; Lattuga; Sale fino; 

Tomino burger|Facile|Medio|Vegetariano; |Tomini; Panini da hamburger; Olio extravergine d'oliva; Aglio; Peperoncino fresco; Timo; Zucca; Sale fino; Cime di rapa; Pinoli; Parmigiano Reggiano DOP; Olio extravergine d'oliva; Aglio; Sale fino; 

Quinoa melanzane e menta|Molto facile||Vegetariano; |Quinoa; Melanzane; Pomodorini ciliegino; Cipolle rosse; Acqua; Olio extravergine d'oliva; Rucola; Feta; Menta; Sale fino; Pepe nero; 

Arepas ripiene di carne|Media|Medio||Farina di mais bianco; Acqua; Olio di semi di mais; Sale fino; Manzo; Cipolle; Peperoni rossi; Aglio; Acqua; Rum; Olio extravergine d'oliva; Paprika affumicata; Cumino in polvere; Sale fino; Pepe nero; Avocado; Succo di lime; Olio extravergine d'oliva; Sale fino; Edamer; Prezzemolo; 
